"Date","Time","Fujita","Fatalities","Injuries","Width","Length","Damage"
"4/10/08",17:16:00,2,0,0,220,1.83,"$0.15"
"4/10/08",17:21:00,1,0,0,50,7.64,"$0.10"
"4/10/08",17:25:00,1,0,0,50,5.29,"$0.03"
"4/10/08",17:36:00,0,0,0,25,2.44,"$0.05"
"4/10/08",18:03:00,0,0,0,100,1.83,"$0.05"
"4/10/08",18:05:00,0,0,0,25,0.01,"-"
"4/24/08",15:47:00,0,0,0,30,0.1,"-"
"4/24/08",19:21:00,0,0,0,50,1.68,"$0.05"
"4/25/08",12:35:00,0,0,0,30,0.81,"$0.03"
"4/25/08",14:08:00,1,0,0,20,1.3,"$0.01"
"4/25/08",14:15:00,2,0,0,150,6.5,"$0.20"
"5/1/08",17:55:00,0,0,0,50,0.1,"-"
"5/1/08",17:59:00,2,0,0,400,12.95,"$0.51"
"5/1/08",18:30:00,0,0,0,50,0.1,"-"
"5/1/08",18:42:00,0,0,0,50,0.1,"-"
"5/1/08",18:44:00,0,0,0,50,0.1,"-"
"5/1/08",19:05:00,0,0,0,50,0.1,"-"
"5/25/08",15:48:00,5,9,70,2100,40.97,"$100.30"
"5/25/08",16:07:00,0,0,0,50,1.07,"$0.00"
"5/25/08",17:05:00,3,0,3,1232,31.99,"$1.10"
"5/25/08",17:25:00,1,0,0,50,6.84,"-"
"5/25/08",17:40:00,1,0,0,100,3.45,"$0.05"
"5/25/08",18:31:00,1,0,0,250,8.48,"$0.35"
"5/25/08",22:06:00,1,0,0,440,6.23,"$0.10"
"5/25/08",22:38:00,0,0,0,100,0.11,"$0.01"
"5/29/08",19:00:00,1,0,0,200,3.8,"-"
"5/29/08",19:37:00,0,0,0,50,0.84,"$0.03"
"5/29/08",19:46:00,1,0,0,75,2.5,"$0.15"
"5/29/08",20:10:00,1,0,0,100,4.1,"$0.20"
"5/29/08",20:23:00,1,0,0,100,2.76,"$0.05"
"5/29/08",20:25:00,0,0,0,50,2.35,"$0.03"
"5/29/08",22:06:00,0,0,0,25,0.1,"-"
"5/29/08",23:50:00,1,0,0,150,3.68,"$0.10"
"5/30/08",03:13:00,1,0,0,150,9.07,"$0.05"
"5/30/08",03:51:00,1,0,0,125,7.2,"$0.08"
"5/30/08",04:07:00,2,0,10,900,19.18,"$0.83"
"6/4/08",17:04:00,1,0,0,220,4.8,"-"
"6/4/08",17:50:00,1,0,0,440,5.13,"-"
"6/4/08",18:04:00,0,0,0,50,0.89,"-"
"6/4/08",19:13:00,0,0,0,75,2.32,"-"
"6/4/08",19:24:00,1,0,0,150,9.49,"$0.02"
"6/4/08",19:58:00,1,0,0,150,5.63,"$0.03"
"6/4/08",20:18:00,0,0,0,75,1.08,"$0.01"
"6/4/08",20:37:00,1,0,0,150,3.87,"$0.05"
"6/4/08",20:58:00,1,0,0,100,10.92,"$0.01"
"6/5/08",18:02:00,0,0,0,50,0.54,"-"
"6/5/08",18:11:00,0,0,0,50,1.34,"-"
"6/5/08",18:24:00,0,0,0,80,1.16,"-"
"6/5/08",19:12:00,0,0,0,50,1.53,"-"
"6/5/08",20:24:00,1,0,0,150,3.04,"$0.03"
"6/5/08",22:49:00,1,0,0,125,7.58,"-"
"6/5/08",23:10:00,1,0,0,150,18.26,"$0.18"
"6/5/08",23:36:00,1,0,0,125,9.81,"$0.08"
"6/5/08",23:45:00,1,0,2,150,14.25,"$0.25"
"6/5/08",23:49:00,0,0,0,75,10.89,"$0.03"
"6/7/08",14:41:00,1,0,0,150,6.37,"$0.25"
"6/7/08",15:16:00,0,0,0,75,1.66,"-"
"6/7/08",15:23:00,0,0,0,50,2.12,"$0.01"
"6/7/08",15:50:00,0,0,0,30,0.26,"-"
"6/7/08",16:28:00,0,0,0,25,1.09,"-"
"6/7/08",16:42:00,0,0,0,40,1.01,"$0.01"
"6/8/08",14:35:00,0,0,0,70,1.25,"$0.05"
"6/8/08",15:10:00,1,0,0,75,1.03,"$0.03"
"6/8/08",18:30:00,1,0,0,100,2.08,"$0.08"
"6/11/08",16:25:00,0,0,0,50,0.85,"-"
"6/11/08",16:29:00,0,0,0,50,0.85,"-"
"6/11/08",16:37:00,0,0,0,50,0.86,"-"
"6/11/08",16:49:00,0,0,0,50,0.86,"-"
"6/11/08",17:06:00,2,0,0,300,5.73,"$0.20"
"6/11/08",17:20:00,1,0,0,50,0.86,"$0.01"
"6/11/08",17:25:00,3,4,48,440,14.23,"-"
"6/11/08",17:40:00,2,0,0,100,13.08,"$0.30"
"6/11/08",18:11:00,0,0,0,50,0.43,"-"
"6/11/08",18:20:00,1,0,0,40,2.35,"-"
"6/11/08",18:20:00,0,0,0,60,0.26,"-"
"6/11/08",18:21:00,0,0,0,60,1.21,"-"
"6/11/08",18:23:00,0,0,0,20,0.78,"-"
"6/11/08",18:25:00,0,0,0,50,0.43,"-"
"6/11/08",18:59:00,0,0,0,60,0.39,"-"
"6/11/08",19:05:00,0,0,0,80,0.2,"-"
"6/12/08",15:55:00,0,0,0,50,1.27,"-"
"6/12/08",16:53:00,0,0,0,25,0.01,"-"
"6/15/08",00:49:00,0,0,0,50,1.66,"$0.01"
"6/20/08",15:40:00,0,0,0,40,0.32,"-"
"7/2/08",16:10:00,1,0,0,75,1.54,"$0.10"
"7/6/08",15:50:00,0,0,0,50,0.33,"-"
"7/9/08",15:14:00,0,0,0,25,0.47,"-"
"7/10/08",13:10:00,0,0,0,100,3.43,"$0.13"
"7/10/08",13:42:00,0,0,0,25,0.01,"-"
"7/10/08",17:50:00,0,0,0,10,1,"-"
"7/19/08",17:00:00,0,0,0,30,0.59,"$0.01"
"7/19/08",18:39:00,1,0,0,100,7.79,"$0.15"
"7/19/08",19:10:00,0,0,0,25,0.67,"-"
"7/27/08",15:34:00,1,0,0,100,0.29,"$0.05"
"7/27/08",15:51:00,0,0,0,20,0.27,"-"
"7/27/08",16:15:00,0,0,0,20,0.2,"-"
"8/4/08",16:47:00,0,0,0,250,7.98,"$0.25"
"8/9/08",17:56:00,0,0,0,30,0.62,"-"
"8/9/08",18:07:00,0,0,0,25,0.44,"-"
"8/13/08",17:08:00,0,0,0,50,0.33,"$0.01"
"3/23/09",17:03:00,2,0,0,440,8.6,"-"
"3/23/09",18:52:00,0,0,0,25,2.6,"-"
"3/23/09",18:56:00,0,0,0,440,1.93,"-"
"3/23/09",19:10:00,0,0,0,50,3.45,"$0.25"
"3/23/09",19:23:00,0,0,0,35,0.99,"$0.02"
"4/26/09",15:52:00,1,0,0,100,21.04,"<$50"
"4/26/09",17:08:00,0,0,0,30,1.33,"$0.10"
"5/8/09",12:40:00,0,0,0,50,0.25,"-"
"6/7/09",16:17:00,0,0,0,25,0.17,"-"
"6/7/09",17:33:00,0,0,0,125,1.86,"$0.01"
"6/21/09",15:48:00,0,0,0,30,1.35,"-"
"6/21/09",16:29:00,0,0,0,50,0.43,"-"
"6/21/09",16:36:00,0,0,0,30,0.53,"-"
"6/21/09",17:15:00,0,0,0,30,0.65,"-"
"6/21/09",17:39:00,0,0,0,30,0.42,"-"
"6/21/09",17:51:00,0,0,0,30,0.37,"-"
"6/21/09",17:59:00,0,0,0,30,0.57,"-"
"6/21/09",18:20:00,1,0,0,90,2.3,"$0.03"
"6/21/09",18:25:00,1,0,0,70,2.08,"$0.01"
"8/19/09",14:09:00,0,0,0,40,1.08,"$0.02"
"8/19/09",14:50:00,0,0,0,20,0.1,"-"
"8/19/09",14:50:00,0,0,0,40,3.53,"$0.02"
"8/19/09",15:00:00,0,0,0,25,5.29,"$0.01"
"8/19/09",15:30:00,1,0,0,100,2.2,"$0.08"
"8/19/09",16:20:00,0,0,0,50,0.05,"$0.01"
"6/1/10",12:22:00,0,0,0,50,0.3,"-"
"6/1/10",16:08:00,2,0,0,250,1.51,"$5K-$50K"
"6/5/10",17:11:00,0,0,0,30,1.13,"-"
"6/5/10",18:40:00,1,0,1,150,2.2,"$0.25"
"6/5/10",19:00:00,0,0,0,100,0.43,"-"
"6/8/10",17:02:00,0,0,0,20,0.44,"-"
"6/8/10",17:34:00,0,0,0,20,0.24,"-"
"6/17/10",16:11:00,0,0,0,20,0.69,"-"
"6/17/10",16:24:00,0,0,0,20,0.67,"-"
"6/17/10",17:05:00,0,0,0,30,1.53,"-"
"6/18/10",15:55:00,0,0,0,25,0.59,"-"
"6/21/10",15:25:00,0,0,0,25,0.06,"-"
"6/21/10",16:21:00,0,0,0,25,0.08,"-"
"6/22/10",20:12:00,0,0,0,35,0.95,"-"
"6/22/10",20:15:00,0,0,0,30,0.75,"-"
"6/22/10",21:25:00,0,0,0,50,2,"-"
"6/22/10",22:10:00,0,0,0,50,1.23,"-"
"6/22/10",22:25:00,0,0,0,50,0.06,"-"
"6/23/10",01:18:00,1,0,0,35,0.29,"$0.01"
"6/25/10",20:53:00,4,0,13,800,13.65,"$3.50"
"6/25/10",20:55:00,1,0,0,100,1.22,"$0.02"
"6/25/10",21:45:00,0,0,0,50,0.17,"-"
"6/25/10",21:53:00,0,0,0,50,0.2,"-"
"6/25/10",22:05:00,0,0,0,200,0.58,"-"
"6/25/10",22:42:00,1,0,0,100,3.27,"$0.02"
"6/26/10",19:12:00,0,0,0,50,0.1,"-"
"6/26/10",19:15:00,0,0,0,50,0.15,"-"
"7/16/10",19:45:00,0,0,0,40,0.37,"-"
"7/16/10",20:22:00,0,0,0,30,0.58,"-"
"7/22/10",01:38:00,1,0,0,250,2.62,"<$50"
"7/23/10",19:03:00,1,0,0,150,3.35,"$750"
"7/23/10",19:12:00,1,0,0,100,0.31,"$0.25"
"8/10/10",16:44:00,0,0,0,40,0.18,"-"
"3/22/11",16:00:00,1,0,2,100,11.67,"-"
"3/22/11",16:30:00,1,0,0,250,2.84,"$0.15"
"3/22/11",16:33:00,0,0,0,80,3.12,"-"
"3/22/11",16:42:00,0,0,0,30,0.97,"-"
"3/22/11",16:47:00,0,0,0,40,1,"-"
"3/22/11",17:16:00,0,0,0,100,1.98,"-"
"3/22/11",17:18:00,2,0,0,1410,9.98,"<$50"
"3/22/11",18:11:00,0,0,0,25,0.23,"-"
"4/9/11",18:20:00,3,0,14,1200,3.38,"-"
"4/9/11",18:37:00,1,0,0,75,0.69,"$0.03"
"4/9/11",19:20:00,2,0,0,440,4.13,"$0.05"
"4/9/11",19:23:00,3,0,0,1760,10.14,"$50-$500"
"4/9/11",19:29:00,2,0,0,660,8.34,"<$50"
"4/9/11",19:38:00,0,0,0,100,0.63,"$0.00"
"4/9/11",19:42:00,1,0,0,200,4.21,"$0.10"
"4/9/11",20:08:00,3,0,0,2640,29.37,"$13"
"4/9/11",20:14:00,0,0,0,50,0.53,"-"
"4/9/11",20:20:00,1,0,0,300,5.17,"$0.10"
"4/9/11",20:24:00,2,0,0,220,1.6,"$0.51"
"4/9/11",20:25:00,1,0,0,150,1.08,"$0.01"
"4/9/11",20:50:00,0,0,0,50,0.17,"-"
"4/9/11",20:50:00,0,0,0,50,0.17,"-"
"4/9/11",20:54:00,4,0,0,587,3.2,"$2.50"
"4/9/11",20:55:00,1,0,0,100,1.58,"$0.01"
"4/9/11",20:55:00,1,0,0,100,1.64,"$0.01"
"4/9/11",20:56:00,2,0,0,146,0.9,"$0.10"
"4/9/11",21:08:00,1,0,0,250,2.42,"$0.01"
"4/9/11",22:19:00,1,0,0,100,0.79,"$0.15"
"5/11/11",15:20:00,0,0,0,30,0.18,"-"
"5/11/11",15:38:00,1,0,0,440,0.74,"$50K-$500K"
"5/11/11",15:45:00,1,0,0,400,1,"$10"
"5/11/11",15:58:00,0,0,0,30,0.44,"-"
"5/11/11",17:53:00,0,0,0,50,0.51,"-"
"5/11/11",18:07:00,0,0,0,50,0.5,"-"
"5/22/11",13:33:00,2,0,3,250,28.68,"$0.78"
"5/22/11",13:40:00,2,0,0,75,3.88,"$0.25"
"5/22/11",13:54:00,0,0,0,25,1.96,"$0.01"
"5/22/11",14:13:00,0,0,0,30,0.1,"-"
"5/22/11",14:37:00,1,0,0,70,7.87,"$0.18"
"5/22/11",15:01:00,0,0,0,50,1.38,"$0.01"
"5/25/11",15:45:00,1,0,0,100,4.83,"$0.25"
"5/25/11",16:00:00,1,0,0,50,3.57,"$0.05"
"6/19/11",14:00:00,0,0,0,30,0.24,"-"
"6/20/11",03:59:00,1,0,0,75,0.35,"$0.15"
"6/20/11",19:45:00,1,0,0,300,7.13,"-"
"6/20/11",20:40:00,0,0,0,100,0.91,"$0.02"
"6/20/11",22:22:00,1,0,0,75,1.18,"$0.20"
"6/21/11",00:15:00,0,0,0,30,0.8,"$0.08"
"6/26/11",18:55:00,0,0,0,100,3.6,"-"
"6/26/11",19:40:00,1,0,0,100,2.37,"$0.10"
"7/11/11",01:52:00,0,0,0,50,2.21,"-"
"4/14/12",13:28:00,0,0,0,25,0.4,"-"
"4/14/12",16:28:00,2,0,4,880,12.23,"-"
"4/14/12",17:52:00,2,0,2,800,16.59,"$5.05"
"4/14/12",18:54:00,1,0,0,75,0.85,"$0.20"
"4/14/12",20:22:00,1,0,0,90,1.27,"$0.08"
"4/14/12",20:35:00,1,0,0,50,3,"-"
"4/14/12",23:55:00,1,0,0,440,1.04,"-"
"4/21/12",15:27:00,0,0,0,25,1.66,"-"
"4/21/12",15:43:00,0,0,0,50,0.51,"-"
"5/1/12",20:40:00,0,0,0,50,2.61,"$0.01"
"5/3/12",19:40:00,2,0,0,440,6.73,"<$50"
"5/4/12",14:15:00,0,0,0,50,0.5,"-"
"5/4/12",14:22:00,0,0,0,50,0.5,"-"
"5/4/12",14:50:00,0,0,0,50,0.5,"-"
"5/4/12",16:52:00,1,0,0,90,0.81,"-"
"5/24/12",15:56:00,1,0,0,30,2.99,"$0.03"
"5/19/13",17:32:00,0,0,0,100,2.08,"$0.00"
"5/19/13",17:45:00,1,0,0,100,1.43,"$0.05"
"5/19/13",18:07:00,1,0,0,150,4.71,"$0.09"
"5/26/13",18:23:00,0,0,0,30,0.12,"-"
"5/29/13",16:46:00,0,0,0,10,6.38,"$0.02"
"5/30/13",15:10:00,1,0,0,100,2.43,"$0.03"
"5/30/13",15:44:00,1,0,0,150,3.96,"$0.14"
"5/31/13",17:09:00,0,0,0,10,0.18,"-"
"6/12/13",15:08:00,3,0,0,200,6.2,"$0.50"
"6/12/13",15:19:00,1,0,0,125,5,"$0.02"
"6/12/13",15:32:00,2,0,0,300,5.2,"$0.30"
"6/12/13",15:45:00,1,0,0,150,2.71,"$0.10"
"6/12/13",15:46:00,1,0,0,75,3.43,"$0.05"
"6/12/13",15:53:00,0,0,0,125,1.26,"-"
"6/12/13",15:56:00,0,0,0,50,1.11,"$0.01"
"6/24/13",14:08:00,1,1,0,100,6.5,"$0.50"
"6/26/13",11:41:00,0,0,0,30,0.67,"-"
"10/4/13",16:55:00,2,0,2,264,26.56,"$0.40"
"10/4/13",17:17:00,1,0,0,100,1.17,"$0.02"
"10/4/13",17:35:00,4,0,0,2600,24.7,"$2.01"
"10/4/13",17:35:00,1,0,0,800,6.47,"$0.20"
"10/4/13",17:50:00,1,0,0,100,1.11,"-"
"10/4/13",17:55:00,0,0,0,50,1.28,"-"
"10/4/13",18:41:00,0,0,0,50,0.55,"-"
"10/4/13",18:46:00,0,0,0,50,0.4,"-"
"10/4/13",19:18:00,0,0,0,50,0.34,"-"
"10/4/13",19:33:00,1,0,0,200,5.45,"$1.20"
"10/4/13",19:47:00,0,0,0,100,0.71,"-"
"3/27/14",15:41:00,0,0,0,75,0.73,"$0.05"
"4/13/14",16:56:00,0,0,0,25,1.3,"-"
"4/27/14",14:20:00,1,2,0,1600,45.68,"$0.03"
"4/27/14",15:40:00,0,0,0,50,0.5,"-"
"5/11/14",15:24:00,0,0,0,30,0.1,"-"
"5/11/14",19:35:00,1,0,0,100,3.91,"$500-$5000"
"5/11/14",19:50:00,0,0,0,50,0.86,"-"
"5/11/14",19:59:00,0,0,0,50,0.49,"$0.01"
"5/11/14",20:43:00,2,0,0,240,10.35,"$1.30"
"5/11/14",20:56:00,1,0,0,190,4.33,"$0.40"
"5/11/14",21:21:00,0,0,0,100,5.91,"$0.10"
"5/11/14",21:44:00,0,0,0,100,1.68,"$0.03"
"6/1/14",11:42:00,0,0,0,25,1.08,"-"
"6/3/14",16:02:00,2,0,0,680,2.81,"-"
"6/16/14",14:43:00,0,0,0,50,0.2,"-"
"6/16/14",16:44:00,0,0,0,250,6.09,"-"
"6/16/14",17:22:00,0,0,0,50,4.61,"-"
"6/16/14",17:48:00,1,0,0,110,3.03,"$0.05"
"6/16/14",17:52:00,1,0,0,175,2.57,"$0.03"
"6/16/14",17:56:00,0,0,0,40,1.1,"$0.01"
"6/16/14",18:39:00,1,0,0,100,4.71,"$0.20"
"6/16/14",18:45:00,0,0,0,150,1.72,"$0.40"
"6/16/14",18:52:00,1,0,0,120,2.12,"$0.20"
"6/16/14",19:12:00,0,0,0,75,2,"-"
"6/16/14",20:30:00,1,0,0,50,13.9,"$0.15"
"6/16/14",21:05:00,0,0,0,30,0.07,"-"
"6/17/14",22:27:00,0,0,0,50,0.3,"-"
"6/18/14",00:15:00,0,0,0,50,0.2,"$0.01"
"6/19/14",12:30:00,0,0,0,50,0.15,"-"
"6/19/14",14:04:00,1,0,0,75,15.69,"$0.05"
"6/29/14",18:28:00,0,0,0,40,1.99,"-"
"6/29/14",19:08:00,0,0,0,50,0.5,"-"
"6/29/14",19:18:00,1,0,0,50,1.9,"$0.03"
"6/29/14",19:25:00,1,0,0,75,1.27,"$0.00"
"6/29/14",21:36:00,0,0,0,25,0.1,"-"
"6/30/14",11:42:00,1,0,0,200,7.12,"$0.20"
"6/30/14",12:02:00,1,0,0,460,7.54,"$0.17"
"6/30/14",12:13:00,1,0,0,75,1.34,"$0.01"
"6/30/14",12:15:00,1,0,0,400,6.38,"$0.10"
"6/30/14",12:15:00,1,0,0,190,11.01,"$0.10"
"6/30/14",12:27:00,1,0,0,190,2.03,"$0.00"
"6/30/14",13:02:00,2,0,0,150,3.7,"$0.15"
"6/30/14",13:27:00,1,0,0,75,0.43,"-"
"7/6/14",17:03:00,0,0,0,25,0.55,"-"
"7/6/14",18:00:00,0,0,0,15,0.4,"-"
"7/6/14",18:58:00,1,0,0,100,3.21,"$0.20"
"7/6/14",19:08:00,0,0,0,20,1.47,"-"
"7/6/14",19:12:00,1,0,0,225,9.68,"$0.03"
"7/6/14",19:41:00,0,0,0,20,0.94,"-"
"7/6/14",19:45:00,0,0,0,80,4.63,"-"
"7/6/14",19:56:00,0,0,0,10,0.1,"-"
"7/6/14",20:15:00,0,0,0,25,0.52,"-"
"8/17/14",18:00:00,0,0,0,25,0.83,"-"
"8/31/14",18:57:00,0,0,0,60,1.9,"$0.00"
"8/31/14",19:36:00,1,0,0,40,3.32,"$0.20"
"4/9/15",16:04:00,1,0,0,100,29.15,"$0.01"
"4/9/15",16:24:00,1,0,0,100,5.7,"$0.01"
"5/3/15",16:34:00,0,0,0,50,0.25,"-"
"5/10/15",14:28:00,0,0,0,50,0.85,"-"
"5/10/15",18:10:00,1,0,0,700,23.34,"$1.03"
"5/10/15",19:14:00,0,0,0,400,1.03,"-"
"5/17/15",01:20:00,0,0,0,130,7.11,"$0.03"
"5/17/15",01:27:00,0,0,0,50,1.7,"-"
"5/17/15",01:40:00,1,0,0,110,1.54,"$0.05"
"5/17/15",01:40:00,1,0,0,100,1.49,"-"
"5/17/15",02:00:00,0,0,0,40,0.32,"-"
"5/24/15",16:42:00,1,0,0,25,0.1,"$0.01"
"5/26/15",08:59:00,1,0,0,25,0.13,"-"
"6/7/15",00:11:00,0,0,0,60,0.71,"$0.00"
"6/7/15",00:15:00,0,0,0,40,2.83,"$0.02"
"6/7/15",00:18:00,0,0,0,30,1.44,"-"
"6/7/15",00:41:00,1,0,0,35,0.92,"$0.09"
"6/20/15",17:09:00,1,0,0,175,3.57,"$0.08"
"6/20/15",18:01:00,1,0,0,75,1.38,"$0.05"
"6/20/15",18:18:00,1,0,2,75,3.45,"$0.10"
"6/20/15",18:32:00,1,0,0,50,2.92,"$0.30"
"6/20/15",18:34:00,1,0,0,50,4.41,"-"
"6/22/15",07:21:00,1,0,2,50,1.52,"$0.10"
"6/22/15",16:05:00,3,0,0,575,11.12,"$0.15"
"6/22/15",16:50:00,2,0,0,290,1.71,"$0.13"
"6/28/15",15:49:00,0,0,0,25,0.1,"-"
"7/16/15",16:14:00,0,0,0,10,1.51,"-"
"7/16/15",19:34:00,0,0,0,40,2.07,"$0.04"
"8/2/15",17:21:00,1,0,0,300,4.97,"$0.20"
"8/18/15",14:13:00,0,0,0,20,0.05,"-"
"10/23/15",15:10:00,0,0,0,50,0.15,"$0.00"
"10/23/15",16:38:00,0,0,0,50,0.23,"-"
"10/23/15",16:49:00,0,0,0,50,0.15,"-"
"10/23/15",17:01:00,0,0,0,50,0.23,"-"
"10/23/15",17:21:00,0,0,0,50,0.17,"-"
"10/23/15",17:39:00,0,0,0,50,0.26,"$0.01"
"10/23/15",18:18:00,0,0,0,45,3.52,"$0.01"
"11/11/15",12:48:00,0,0,0,50,0.57,"-"
"11/11/15",13:48:00,1,0,0,150,10.21,"$1.45"
"11/11/15",14:00:00,1,0,0,450,21.8,"$0.41"
"11/11/15",14:09:00,1,0,0,280,12.18,"$0.13"
"11/11/15",14:31:00,0,0,0,40,1.49,"-"
"11/11/15",14:35:00,1,0,0,200,11.17,"$0.01"
"11/11/15",14:49:00,0,0,0,70,5.72,"$0.00"
"11/11/15",14:51:00,1,0,0,75,10.07,"$0.03"
"11/11/15",14:56:00,0,0,0,160,2.97,"$0.01"
"11/11/15",14:57:00,0,0,0,15,0.6,"-"
"11/11/15",14:57:00,0,0,0,75,3.19,"$0.01"
"11/11/15",14:59:00,1,0,0,100,11.28,"$0.01"
"11/11/15",15:22:00,2,0,0,190,13.03,"$0.35"
"11/11/15",15:27:00,0,0,0,150,2.59,"$0.03"
"11/11/15",15:42:00,1,0,1,100,4.38,"$0.35"
"11/11/15",16:15:00,0,0,0,100,1.86,"$0.00"
"11/11/15",16:16:00,1,0,0,130,24.64,"$0.00"
"11/11/15",16:20:00,2,0,0,150,6.6,"$0.08"
"11/11/15",18:36:00,1,0,0,100,2.37,"-"
"12/23/15",16:34:00,1,0,0,50,2.25,"-"
"12/23/15",17:38:00,1,0,0,25,1.1,"-"
"3/15/16",18:33:00,0,0,0,50,0.03,"-"
"3/15/16",18:34:00,0,0,0,50,1.17,"-"
"3/15/16",18:49:00,1,0,3,75,1.35,"$50,000"
"3/15/16",18:57:00,1,0,0,300,3.38,"-"
"4/27/16",14:14:00,1,0,0,50,1.7,"-"
"4/27/16",15:40:00,0,0,0,200,2.23,"-"
"4/27/16",15:44:00,0,0,0,40,0.91,"-"
"4/27/16",16:12:00,0,0,0,50,0.62,"$25,000"
"4/27/16",16:40:00,0,0,0,250,4.01,"$3,000"
"5/9/16",14:06:00,0,0,0,10,0.33,"-"
"5/9/16",16:18:00,0,0,0,10,0.09,"-"
"5/9/16",18:46:00,0,0,0,130,5.52,"$5,000"
"5/9/16",19:18:00,0,0,0,20,1.5,"-"
"5/23/16",15:41:00,0,0,0,25,0.05,"-"
"5/28/16",16:52:00,0,0,0,25,0.09,"-"
"5/31/16",09:04:00,0,0,0,10,0.03,"-"
"6/14/16",13:22:00,0,0,0,25,0.36,"$1,000"
"6/14/16",16:16:00,0,0,0,10,0.17,"-"
"6/29/16",16:51:00,0,0,0,25,3.28,"-"
"6/29/16",17:06:00,0,0,0,25,4.18,"-"
"7/17/16",03:58:00,2,0,5,100,1.59,"-"
"7/17/16",04:15:00,2,0,4,75,3.99,"$275,000"
"7/17/16",05:03:00,1,0,0,50,1,"$50"
"7/17/16",05:27:00,0,0,0,10,1.95,"-"
"7/17/16",05:36:00,1,0,0,100,2.09,"-"
"7/19/16",13:34:00,0,0,0,50,2.34,"$4,000"
"7/23/16",15:05:00,1,0,0,25,0.05,"-"
"7/23/16",15:06:00,1,0,0,25,0.11,"$5,000"
"7/23/16",15:18:00,1,0,0,10,0.22,"-"
"7/23/16",15:46:00,0,0,0,25,0.78,"-"
"7/27/16",16:15:00,0,0,0,15,0.36,"-"
"7/27/16",17:11:00,0,0,0,20,0.34,"-"
"7/27/16",17:39:00,0,0,0,30,0.68,"-"
"7/30/16",09:29:00,0,0,0,30,0.47,"-"
"8/4/16",16:21:00,0,0,0,15,0.58,"-"
"8/28/16",15:33:00,0,0,0,10,0.1,"-"
"9/6/16",16:50:00,0,0,0,25,0.02,"$200"
"9/21/16",17:32:00,0,0,0,50,1.65,"$3,000"
"10/6/16",21:07:00,1,0,0,30,9.52,"-"
"10/6/16",21:36:00,1,0,0,800,20.02,"-"
"11/28/16",12:44:00,0,0,0,50,5.22,"$5,000"
"11/28/16",15:38:00,0,0,0,50,5.68,"$3,000"
"11/28/16",15:41:00,0,0,0,25,1.47,"-"
"11/28/16",16:11:00,0,0,0,40,4.54,"-"
"11/28/16",16:30:00,0,0,0,30,1.17,"-"
"2/28/17",15:53:00,0,0,0,25,0.04,"-"
"3/6/17",17:23:00,0,0,0,30,2.38,"-"
"3/6/17",17:28:00,1,0,0,50,2.87,"$70,000"
"3/6/17",18:27:00,0,0,0,85,17.86,"$125,000"
"3/6/17",18:58:00,1,0,0,300,6.32,"$25,000"
"3/6/17",19:19:00,1,0,0,100,4.83,"$80,000"
"3/6/17",19:29:00,1,0,0,120,5.33,"$50,000"
"3/6/17",19:35:00,1,0,0,80,6.76,"$20,000"
"3/6/17",19:47:00,0,0,0,65,5.45,"$25,000"
"3/6/17",20:16:00,2,0,0,250,14.92,"$20.20"
"3/6/17",20:30:00,1,0,0,60,8.01,"$40,000"
"3/6/17",20:33:00,2,0,0,90,9.66,"$750,000"
"3/6/17",21:50:00,0,0,0,25,5.7,"$5,000"
"3/6/17",21:56:00,2,0,0,150,0.31,"-"
"3/6/17",22:05:00,2,0,3,200,1.78,"$100,000"
"3/6/17",22:13:00,2,0,0,1000,25.25,"$52,000"
"3/6/17",22:18:00,1,0,0,100,16.63,"$110,000"
"3/6/17",22:19:00,2,0,0,200,34.68,"-"
"3/6/17",22:40:00,0,0,0,50,4.36,"-"
"4/15/17",19:50:00,1,0,0,25,3.22,"$10,000"
"5/10/17",13:46:00,0,0,0,50,2.77,"-"
"5/15/17",17:45:00,0,0,0,50,0.98,"$4,000"
"5/17/17",13:10:00,0,0,0,10,0.02,"-"
"5/17/17",13:42:00,0,0,0,10,0.02,"-"
"5/17/17",15:16:00,1,0,0,25,3.22,"-"
"5/17/17",17:36:00,1,0,0,40,5.95,"-"
"5/17/17",17:50:00,0,0,0,30,0.2,"$2,000"
"5/17/17",18:44:00,1,0,0,25,2.14,"$2,000"
"6/16/17",19:05:00,2,0,0,250,13.99,"-"
"6/16/17",19:08:00,1,0,0,300,6.65,"-"
"6/16/17",20:35:00,1,0,0,40,1.32,"$30,000"
"6/28/17",14:46:00,2,0,0,135,3.7,"-"
"6/28/17",14:57:00,0,0,0,100,14.93,"$5,000"
"6/28/17",15:21:00,1,0,0,75,2.12,"-"
"6/28/17",15:21:00,1,0,0,100,3.78,"$10,000"
"6/28/17",15:43:00,0,0,0,30,1.94,"$1,000"
"6/28/17",15:45:00,1,0,0,100,7.59,"$20,000"
"6/28/17",16:05:00,2,0,0,1000,6.99,"$75,000"
"6/28/17",16:54:00,1,0,0,500,17.8,"$85,000"
"6/28/17",17:18:00,0,0,0,25,0.51,"-"
"6/28/17",17:38:00,2,0,1,200,11.69,"-"
"6/28/17",18:14:00,2,0,0,30,2.5,"-"
"6/28/17",18:26:00,0,0,0,10,0.02,"-"
"6/28/17",18:56:00,1,0,0,15,2,"-"
"7/11/17",16:35:00,1,0,0,60,4.58,"$1,000"
"7/19/17",16:15:00,0,0,0,20,0.72,"$12,000"
